Gene	Fold_Change
ACBD3	0.984328492696282
ACBD3-AS1	1.13453421937497
ACBD4	0.86440191222399
ACBD5	0.565900856585939
ACBD6	1.12609650128009
ACBD7	0.219068080699301
ACCS	2.59464635790199
ACD	1.07468192257053
ACE	5.95678170912759
ACE2	1.14418417567417
ACER2	0.74054004447457
ACER3	0.642067619550314
ACHE	0.381167179470624
ACIN1	1.01593238462147
ACKR1	0.512392325274985
ACKR2	0.579062084536765
ACKR3	4.164649335596
ACKR4	1.07496484494791
ACLY	1.2491755046648
ACMSD	6.73130801976369
ACO1	1.81795447231019
ACO2	0.534681055008599
ACOT1	1.05514308952289
ACOT11	0.648109979287165
ACOT12	3.73255179887259
ACOT13	0.646770643573628
ACOT2	1.20785349656911
ACOT4	0.179484451068995
ACOT6	1.78278721080353
ACOT7	0.187990373201217
ACOT8	0.927617270901193
ACOT9	1.44464362147491
ACOX1	1.07668941053273
ACOX2	2.77935355408704
ACOX3	1.2398969002977
ACOXL	0.5204475413882
ACOXL-AS1	0.73541599439188
ACP1	0.933230688131294
ACP2	1.1170143213525
ACP3	1.52294999317002
ACP4	1.05172514610502
ACP5	2.75316433798312
ACP6	2.24639364903773
ACP7	0.000501280057594985
ACR	0.557187382848223
ACRBP	2.06122430573762
ACRV1	0.729826282963305
ACSBG1	0.29628319328834
ACSBG2	1.80360292212155
ACSF2	1.6547171839152
ACSF3	1.15575405704871
ACSL1	0.258135658498353
ACSL3	0.590135164988824
ACSL4	0.221807848729765
ACSL5	0.982846836190971
ACSL6	0.325405175743266
ACSL6-AS1	1.81188722460246
ACSM3	1.36233993688277
ACSM4	0.565187922069525
ACSM5	1.29253854060271
ACSM6	0.132404665108575
ACSS1	0.532840013494035
ACSS2	0.734915840893771
ACSS3	1.75156872717819
ACTA1	0.281672592045996
ACTA2	2.16549632521082
ACTA2-AS1	0.618323365414327
ACTB	1.98451001000954
ACTBP1	7.85087291089877
ACTC1	1.7377075381385
ACTG1	1.5468209126819
ACTG1P12	0.714959797333544
ACTG1P14	1.46610416989367
ACTG1P15	3.09601788667781
ACTG1P19	5.73541548318236
ACTG1P23	3.94292814055222
ACTG1P24	3.29137888408832
ACTG2	1.80361645085692
ACTL6A	5.70431609762046
ACTL6B	0.0202502608743393
ACTL7A	0.234068382478668
ACTMAP	2.34495348969722
ACTN1	1.42958108137436
ACTN1-DT	13.3366349418483
ACTN2	0.28122716673569
ACTN3	0.0705008694272432
ACTN4	1.57977457024126
ACTN4P1	16.9805616913625
ACTR10	0.587132906939442
ACTR1A	0.379448056339188
ACTR1AP1	3.03357527175817
ACTR1B	0.483029922878022
ACTR2	0.748241712833573
ACTR3	1.02422910797712
ACTR3B	0.16276748520545
ACTR3C	0.218591873500497
ACTR5	1.37071016136964
ACTR6	0.553332272394095
ACTR8	1.12623872049454
ACTRT3	0.0798538567894707
ACVR1	1.25080148193289
ACVR1B	0.387585330148546
ACVR1C	0.0126366853774362
ACVR2A	0.52448840442208
ACVR2B	0.349524133312725
ACVR2B-AS1	0.752576697400343
ACVRL1	3.72669054789095
ACY1	3.3788227302603
ACY3	0.411460557476524
ACYP1	0.510166074818419
ACYP2	0.894296158842538
ADA	1.7453341961581
ADA2	1.55916457107856
ADAD2	0.0486354480542795
ADAM10	0.773738528768612
ADAM11	0.0553114634384855
ADAM12	7.31056202778529
ADAM15	0.904519292135419
ADAM17	1.5980211505718
ADAM19	3.13826052043458
ADAM1B	0.673589698615789
ADAM20	0.374974223548274
ADAM21	0.995238788712882
ADAM22	0.421129264990845
ADAM23	0.308819603363582
ADAM28	1.56878175530152
ADAM29	0.0105878358175674
ADAM32	0.348966018383175
ADAM33	4.98074237125987
ADAM8	2.98967068651678
ADAM9	1.9106027157002
ADAMDEC1	514.203596328196
ADAMTS1	0.358521579254462
ADAMTS10	1.28871431759451
ADAMTS12	3.57810820376578
ADAMTS13	0.694947763001119
ADAMTS14	0.541723210505373
ADAMTS15	1.98115572772611
ADAMTS16	0.0488268268506439
ADAMTS16-DT	0.0068399634885256
ADAMTS17	4.1121010055483
ADAMTS18	2.09511560961756
ADAMTS19	0.211921927545521
ADAMTS19-AS1	0.0946605235542777
ADAMTS2	0.563842000460589
ADAMTS20	0.41170244724514
ADAMTS3	3.71783213308346
ADAMTS4	0.0978758923076591
ADAMTS5	4.60377550594249
ADAMTS6	7.72299991050504
ADAMTS7	5.68799767326958
ADAMTS7P1	0.0326685823951534
ADAMTS7P3	1.40751734377245
ADAMTS7P4	1.40955032368308
ADAMTS8	0.0550858785485791
ADAMTS9	2.8899311412565
ADAMTS9-AS1	0.260380135439262
ADAMTS9-AS2	0.809389129193622
ADAMTSL1	1.66001438790265
ADAMTSL2	0.369547750870062
ADAMTSL3	0.399654237574144
ADAMTSL4	2.70674963158047
ADAMTSL4-AS2	1.16934079827605
ADAMTSL5	0.146146851070084
ADAP1	0.0238399960208033
ADAP2	2.87473810818272
ADAR	0.761126853244898
ADARB1	0.114725348331263
ADARB2	0.200253914780004
ADARB2-AS1	0.00954832931945116
ADAT1	1.29240645242669
ADAT2	1.52285076749381
ADAT3	1.06233622362159
ADCK1	0.73689217578297
ADCK2	0.875835965345033
ADCK5	0.696671749664799
ADCY1	0.0782996328398351
ADCY10	0.197299841328017
ADCY2	0.745508355855505
ADCY3	0.339949408103502
ADCY4	1.68596460959834
ADCY5	0.0864855932134086
ADCY6	0.845514352701793
ADCY6-DT	3.01307331122075
ADCY7	0.974548532336704
ADCY8	2.05323910001562
ADCY9	0.361150831188722
ADCYAP1	0.143796066216343
ADCYAP1R1	3.78580076123423
ADD1	0.69568548714006
ADD2	0.470556700482241
ADD3	1.28042198802054
ADD3-AS1	0.667509434733758
ADGRA1	0.164842791653574
ADGRA2	1.49353899920884
ADGRA3	1.78203238902547
ADGRA3P1	3.82632060565034
ADGRB1	0.253939658712217
ADGRB2	0.386460203170621
ADGRB3	0.27705899846944
ADGRD1	1.26202396087427
ADGRD2	15.6504111987777
ADGRE1	10.7984161768828
ADGRE2	2.79846125282899
ADGRE3	18.5743278003067
ADGRE5	3.36205977688865
ADGRF3	0.886888942697845
ADGRF5	1.29472436866473
ADGRF5P1	0.202472371933664
ADGRG1	2.21888756351023
ADGRG2	1.21062102305918
ADGRG3	0.623468275164408
ADGRG5	0.987250346235189
ADGRG6	1.13957645248729
ADGRG7	127.735342440637
ADGRL1	0.372201552963505
ADGRL1-AS1	1.10214505504252
ADGRL2	1.12335620378116
ADGRL3	0.291822326410145
ADGRL4	5.22998854524973
ADGRV1	0.694511000572148
ADH1A	0.378594181982178
ADH1B	0.0462458224430882
ADH4	2.54495429471799
ADH5	2.36110078389138
ADH5P3	1.41486069020294
ADH6	3.29830742466605
ADHFE1	0.439184664869361
ADI1	2.41133673222203
ADIG	25.7404952454542
ADIPOR1	0.808595120129516
ADIPOR2	0.369585823814815
ADISSP	1.55984940637205
ADK	1.46656326933265
ADM	1.47801874368161
ADM2	0.62308749707292
ADM5	0.955601524924956
ADNP	1.31547783368623
ADNP-AS1	2.10734188475406
ADNP2	1.29494551723371
ADO	0.462426003399922
ADORA1	0.675910582067379
ADORA2A	0.536527336908602
ADORA2A-AS1	0.494664806461226
ADORA2B	1.57978899890673
ADORA3	2.25646723515082
ADPGK	1.63473688423478
ADPGK-AS1	0.698021042978228
ADPRH	3.34494713932016
ADPRHL1	0.169495947560233
ADPRM	1.33828909779281
ADPRS	1.02698283394144
ADRA1A	0.466534518907985
ADRA1B	0.0388354694980878
ADRA1D	0.229583447256899
ADRA2A	0.318860334881246
ADRA2B	0.090643943035371
ADRA2C	0.0258468532865544
ADRB1	0.0899380373965888
ADRB2	0.856208411894721
ADRB3	0.0282241336578492
ADRM1	0.974085835285792
ADSL	1.25627628169285
ADSS1	0.982722313687732
ADSS2	0.447344448794106
ADTRP	0.0599585082922004
AEBP1	9.64849133724097
AEBP2	0.793909269384648
AEN	5.36025613790219
AFAP1	0.711611772006205
AFAP1-AS1	0.120880528461101
AFAP1L1	9.73466129909676
AFAP1L2	0.457193800764205
AFDN	0.903173076194005
AFF1	1.095060184804
AFF2	0.0146927781920953
AFF3	0.554766723807685
AFF4	0.628051692117319
AFG1L	1.08566671675746
AFG2A	1.79182621069858
AFG2B	1.13447101484212
AFG3L2	0.464657257652686
AFMID	0.32881737663788
AFP	1.26238533249875
AFTPH	0.457606545376532
AFTPH-DT	0.399458264895706
AGA	1.58508375687303
AGA-DT	0.449315787757121
AGAP1	0.193557889872702
AGAP1-IT1	0.799622814852171
AGAP2	0.631085843605258
AGAP2-AS1	41.5479323880618
AGAP3	0.253754520438372
AGAP4	1.37961904679981
AGAP5	0.656766508218313
AGAP6	0.659271843458286
AGAP9	1.27333647188341
AGBL1	0.0518826975862487
AGBL2	3.7277131898107
AGBL3	1.74576814272247
AGBL4	0.158676805815861
AGBL4-IT1	0.233435497792914
AGBL5	0.994071755450878
AGER	2.31479803142517
AGFG1	0.925153577270647
AGFG2	0.985695343799035
AGGF1	1.03996498963648
AGK	1.11821556902799
AGKP1	0.0808195382268881
AGL	0.974507146998354
AGMAT	0.362887542405965
AGMO	5.79723359252742
AGO1	0.819108568124548
AGO2	0.69716515110339
AGO3	0.604390715382807
AGO4	0.926806856113888
AGPAT1	0.9945087906985
AGPAT2	0.771870485564682
AGPAT3	0.436211343542874
AGPAT4	0.236106119211991
AGPAT5	1.63284151267878
AGPS	1.03798172564286
AGR2	0.013934128142771
AGR3	12.5222219700244
AGRN	1.75686971126713
AGRP	0.551765889015935
AGT	3.28994124196531
AGTPBP1	0.189265669655637
AGTR1	3.34963317536291
AGTRAP	2.54827646412906
AGXT	0.132193394758044
AHCTF1	0.675804664977845
AHCY	2.39135838663723
AHCYL1	0.849006508909708
AHCYL2	1.30280481176087
AHCYP2	1.09620489418431
AHCYP3	0.221359440689691
AHCYP5	1
AHDC1	0.992363165115487
AHI1	0.371081899146378
AHI1-DT	1.19313612604556
AHNAK	0.694843383526988
AHNAK2	0.021670008218788
AHR	2.80216475034889
AHRR	0.0546238724648457
AHSA1	0.651795683875139
AHSG	3.65442388181316
AHSP	0.553902329027414
AIDA	2.03073259975694
AIDAP2	0.0242184240594823
AIF1	2.28428227070842
AIF1L	0.693069030484159
AIFM1	0.941004953935582
AIFM2	0.234823928307005
AIFM3	0.524740745943226
AIG1	1.06720068173986
AIG1P1	0.129880842179055
AIM2	3.7593702522712
AIMP1	1.05186658539167
AIMP2	2.19962705591495
AIP	0.711358242200655
AIRE	0.162671355696446
AIRIM	1.72129681031081
AIRN	0.00627162716887059
AJAP1	0.0166875313279741
AJM1	0.123035971188898
AJUBA	7.56632459168999
AK1	0.597377486158817
AK2	2.84280138127839
AK2P1	10.2905781639333
AK3	1.00768823543791
AK3P3	3.08455294552505
AK3P7	0.641913062496033
AK4	2.12669865706837
AK5	0.00264340553641639
AK6	0.69570594996389
AK7	0.0414756460938759
AK8	1.25086430449039
AK9	0.932589132055647
AKAIN1	0.0334260309957644
AKAP1	0.706853668384764
AKAP1-DT	0.840400064198579
AKAP10	0.619081296246259
AKAP11	0.205050699539755
AKAP12	0.404316427116992
AKAP13	0.859861394997665
AKAP14	0.0313321835448571
AKAP17A	0.717111210813957
AKAP3	0.720937041383157
AKAP5	0.0608272881525327
AKAP6	0.137295567476995
AKAP7	0.840655751413964
AKAP8	1.04110948075388
AKAP8L	1.27989004975045
AKAP9	0.273511781169927
AKIP1	1.42544313917774
AKIRIN1	0.772992903366806
AKIRIN2	1.21853110040138
AKNA	0.792659606978268
AKNAD1	3.22210773095518
AKR1A1	1.78077795664624
AKR1B1	1.87542026298298
AKR1B10	0.685937250656736
AKR1B15	4.61283710218903
AKR1B1P1	4.72462477501272
AKR1C1	0.24806985578973
AKR1C2	0.0889109888921356
AKR1C3	0.622657917895242
AKR1D1	3.50864035514478
AKR1E2	0.218407510780484
AKR7A2	1.46829103536406
AKR7A3	0.530026152299745
AKR7L	0.947331851217571
AKT1	1.91617821141728
AKT1S1	1.49777116777191
AKT2	2.14733832266054
AKT3	0.25881497384814
AKT3-IT1	0.507255247761188
AKTIP	0.895922539918435
ALAD	0.829638930382477
ALAS1	0.668468877265184
ALAS2	0.291484163525659
ALB	0.251568722683901
ALCAM	0.295605610024717
ALDH16A1	1.71119586067133
ALDH18A1	1.35733191581236
ALDH1A1	2.76831190059719
ALDH1A2	0.287062959554972
ALDH1A3	0.0359724101367056
ALDH1A3-AS1	0.0319144383348172
ALDH1B1	1.76931930147593
ALDH1L1	1.7656068233658
ALDH1L1-AS1	0.753157578621668
ALDH1L1-AS2	3.6769131393943
ALDH1L2	1.30508243743848
ALDH2	0.655468444302963
ALDH3A1	2.61574324005035
ALDH3A2	1.83259821260447
ALDH3B1	1.4189034665364
ALDH4A1	0.933492503638485
ALDH5A1	0.326927315824899
ALDH6A1	0.685982368837593
ALDH7A1	1.93823192426578
ALDH7A1P1	23.7065538464433
ALDH7A1P2	1
ALDH8A1	0.192254485690242
ALDH9A1	1.92490688829368
ALDOA	0.398167286814922
ALDOB	0.121237039470543
ALDOC	0.485426527113457
ALG1	1.36271544494047
ALG10	1.75823873802824
ALG10B	1.45331151662863
ALG11	0.827488300678605
ALG12	1.28663338717493
ALG13	1.26380714713383
ALG14	0.97139118208892
ALG14-AS1	1.03646919088919
ALG1L10P	1.13455196448898
ALG1L11P	0.442088667300312
ALG1L2	0.733188067740665
ALG1L8P	0.59014115505005
ALG2	1.48629726481698
ALG3	2.58161242344921
ALG5	0.971577826618889
ALG6	2.59110191507039
ALG8	2.35750583848447
ALG9	1.04737571807667
ALK	0.442238857575443
ALKAL2	0.101035179854427
ALKBH1	1.31911271066239
ALKBH2	2.27154365333241
ALKBH3	0.99729438993547
ALKBH3-AS1	1.17138935401882
ALKBH4	1.12067570927229
ALKBH5	0.533187306705492
ALKBH6	1.25224425594365
ALKBH7	1.01642355996115
ALKBH8	1.03457242378371
ALLC	1.04648008505037
ALMS1	0.579113457293403
ALMS1-IT1	0.505271958503828
ALOX12	1.20191021419096
ALOX12-AS1	1.8030837641547
ALOX12B	0.0852068274435563
ALOX15B	1.48714870120145
ALOX5	2.48442894691757
ALOX5AP	3.85947601394399
ALOXE3	0.013756647782998
ALPK1	1.41057297417845
ALPK2	0.827133754148834
ALPK3	1.95924320180699
ALPL	0.670858207221987
ALS2	0.440361078789377
ALS2CL	0.258259410792325
ALX1	0.0303336127602268
ALX3	5.77167051908096
ALX4	1.5948423427533
ALYREF	1.84314616137302
AMACR	0.629716476178539
AMBRA1	0.442058993320523
AMD1	0.514436600610033
AMDHD1	3.87896764541406
AMDHD2	0.686252879011266
AMER1	0.607952613726301
AMER2	0.136899280775804
AMER3	0.00639484636681557
AMFR	1.15965987732278
AMH	8.13404664480455
AMIGO1	0.381553804751547
AMIGO2	0.532555740992122
AMMECR1	1.06014887575081
AMMECR1L	1.84953768798515
AMMECR1LP1	0.0363785049138428
AMN	0.383556756241716
AMN1	0.348819987749429
AMOT	0.758725552560481
AMOTL1	1.44592942914802
AMOTL2	0.362383429417265
AMPD2	0.345453844451039
AMPD3	0.43790099245467
AMPH	0.134238056333967
AMT	1.32852515044348
AMY2B	0.608674359568129
AMZ1	0.306120676885628
AMZ2	0.960256781968571
ANAPC1	0.920059428852941
ANAPC10	0.941862294511674
ANAPC11	1.8139764911476
ANAPC13	1.45243408201862
ANAPC15	0.75542947025659
ANAPC16	1.10403845607465
ANAPC1P2	0.993097812530468
ANAPC2	0.918084670589196
ANAPC4	0.8393778903422
ANAPC5	0.770223884798085
ANAPC7	1.6567268947137
ANCV1RP	1
ANG	4.45053836559358
ANGEL1	1.08360098087015
ANGEL2	0.818392320304408
ANGPT1	3.79471464554879
ANGPT2	15.3840218053537
ANGPT4	0.848690762281131
ANGPTL1	2.67269202465395
ANGPTL2	3.09124564333971
ANGPTL3	0.0367242679452016
ANGPTL4	0.0818668561899096
ANGPTL5	0.190142781767141
ANGPTL6	0.772252794592994
ANGPTL7	0.175443487604635
ANGPTL8	0.777201116337944
ANK1	0.461107649037511
ANK2	0.173829072438755
ANK2-AS1	0.616201741109087
ANK3	0.0561694036002379
ANKAR	0.646050533454455
ANKDD1A	0.550437351302324
ANKDD1B	0.947787689435635
ANKEF1	1.17978241834356
ANKFN1	4.0610711593711
ANKFY1	1.61458856649795
ANKH	0.379226281315379
ANKHD1	0.533629435175353
ANKHD1-DT	0.745446831233382
ANKHD1-EIF4EBP3	0.563683732712125
ANKIB1	1.2035018272583
ANKK1	1.72109795425022
ANKLE1	2.86658227454057
ANKLE2	0.811951023632675
ANKMY1	0.649491876647539
ANKMY2	0.83945986999047
ANKRA2	1.11985496634976
ANKRD1	0.0175914119055726
ANKRD10	1.20828919722943
ANKRD11	0.319579355823676
ANKRD12	0.340666716884508
ANKRD13A	0.860270544266452
ANKRD13B	0.755639447347927
ANKRD13C	0.600909828864258
ANKRD13C-DT	1.69768494503331
ANKRD13D	0.48908025528626
ANKRD16	0.434130893190593
ANKRD17	0.783588614070847
ANKRD18A	0.00182291416323776
ANKRD18B	0.00212325069659946
ANKRD18DP	0.161617445518393
ANKRD18EP	0.93591013399801
ANKRD2	0.0696261359747994
ANKRD20A1	0.336595862854083
ANKRD20A18P	0.376243553562838
ANKRD22	3.82202277961461
ANKRD23	1.19650640110916
ANKRD24	0.121735134521553
ANKRD26	0.250625827699333
ANKRD26P3	0.032672082689946
ANKRD26P4	1.96244437007736
ANKRD27	0.921684723875644
ANKRD28	0.426383826697857
ANKRD29	0.224038683416171
ANKRD30B	0.040958671764156
ANKRD30BL	0.0345196546022266
ANKRD31	0.629426804079582
ANKRD33B	0.0222432419559377
ANKRD33BP1	0.460066810902793
ANKRD34A	0.047736681726922
ANKRD34B	0.0324053022405297
ANKRD34C	0.0608326760159188
ANKRD34C-AS1	0.00215320469472831
ANKRD35	1.26242605329274
ANKRD36	0.388179156816216
ANKRD36B	0.375555737687072
ANKRD36C	0.259826178889809
ANKRD37	0.461823122317161
ANKRD39	0.364462270838493
ANKRD40	0.856678695676081
ANKRD42	0.374875256223262
ANKRD42-DT	0.51243132679538
ANKRD44	1.05496425200145
ANKRD44-IT1	2.6790588594606
ANKRD45	0.673757055528887
ANKRD46	0.3720928431548
ANKRD49	1.18518760392006
ANKRD49P2	1
ANKRD50	0.63758386008911
ANKRD52	0.640917785890114
ANKRD53	3.36799704716519
ANKRD54	0.75639176515885
ANKRD55	0.0662841343579858
ANKRD6	1.46736510821126
ANKRD61	2.52944617632464
ANKRD63	0.031524121349826
ANKRD65	0.0589709854722034
ANKRD66	0.00711718844036391
ANKRD7	0.577240259922411
ANKRD9	0.58485383289069
ANKS1A	0.551394329839522
ANKS1B	0.102683460034592
ANKS3	0.910586096213041
ANKS4B	0.108590687613795
ANKS6	0.837488922704483
ANKUB1	1.87798665961831
ANKZF1	0.856471594583716
ANLN	0.108431358842961
ANO1	1.5128826606537
ANO10	0.976579092696862
ANO2	1.01232413398014
ANO3	0.0255768230715512
ANO4	0.0913352157106546
ANO5	0.647981390671941
ANO6	7.43844767364046
ANO7	1.13958080887959
ANO8	1.19586681992
ANO9	1.43787599322386
ANOS1	3.5803512232516
ANP32A	0.815258493294141
ANP32AP1	3.15071496332153
ANP32B	1.36901398100696
ANP32E	1.08720590830159
ANPEP	3.30125619190779
ANTKMT	0.589282311041303
ANTXR1	5.81282450466865
ANTXR2	7.38076435916147
ANXA1	7.98462092614669
ANXA11	0.232129980508406
ANXA13	1.23260615279798
ANXA2	8.0301219215151
ANXA2R	9.02010166197927
ANXA2R-AS1	1.64446287429169
ANXA2R-OT1	1.92905929459755
ANXA3	0.0974054587860834
ANXA4	1.32962486900738
ANXA5	8.12721618070682
ANXA6	0.935318878705548
ANXA7	0.520824008133222
ANXA9	0.434811236265672
AOAH	3.31993053380392
AOAH-IT1	5.7098456597093
AOC1	6.711858193862
AOC2	0.392840443385815
AOC3	0.740687307165327
AOPEP	0.55053026078664
AOX1	0.806211186714462
AP1AR	0.489047452674092
AP1B1	0.911512557223556
AP1G1	0.745575127945416
AP1G2	0.59326943966234
AP1G2-AS1	1.23801742810486
AP1M1	0.873862786371151
AP1M2	0.00519298997901008
AP1M2P1	1.96295434212693
AP1S1	0.469125697681653
AP1S2	1.97296448237069
AP1S3	0.486953235294508
AP2A1	0.490761129952308
AP2A2	0.316692899698996
AP2B1	0.570939137643489
AP2B1P1	1.04968500872209
AP2M1	0.410114009296077
AP2S1	1.11912483871475
AP3B1	1.38654442452974
AP3B2	0.206084142981133
AP3D1	0.778681693712317
AP3M1	1.78336623575877
AP3M2	0.350075668083316
AP3S1	0.525221131607699
AP3S2	0.865160636271816
AP4B1	0.959288916787285
AP4B1-AS1	0.703616942739269
AP4E1	0.822912962350706
AP4M1	2.07871956275251
AP4S1	0.616204816949649
AP5B1	0.620511212524065
AP5M1	0.708462193492251
AP5S1	1.50241911889952
AP5Z1	1.15456870503599
APAF1	0.599793566537012
APBA1	0.220462766379429
APBA2	0.418530928324257
APBA3	1.55935073469324
APBB1	0.176508554923606
APBB1IP	1.92229897884033
APBB2	1.14247934732736
APBB3	0.705845718372829
APC	0.475184827133472
APC2	0.981584973667324
APCDD1	1.40217900039963
APCDD1L	0.455488535316177
APCDD1L-DT	1.99839090862441
APEH	1.0568540350732
APEX1	1.95778232258788
APEX2	1.70652426995161
APH1A	2.97608887250552
APH1B	0.891844558248768
API5	0.806999728511377
APIP	0.696390994282924
APLF	0.991376988745422
APLN	4.51380455495827
APLNR	5.01071523040723
APLP1	0.190148777206301
APLP2	1.12619268038566
APMAP	1.10808538918873
APOA1	0.690401079300265
APOA1-AS	0.0054865171552869
APOB	0.39470016781491
APOBEC2	1.5827425837608
APOBEC3A	1.58228208236429
APOBEC3B	25.4572479233815
APOBEC3C	6.67836355258555
APOBEC3D	3.58163426961945
APOBEC3F	2.94648478359839
APOBEC3G	2.69912294487031
APOBEC3H	2.01669960738022
APOBEC4	5.7098456597093
APOBR	1.13136993374175
APOC1	8.0548195266854
APOC2	1.83338927958944
APOD	0.0680654237390654
APOE	2.36737665610324
APOF	1.63339754083245
APOL1	1.45675012153823
APOL2	1.00663466937332
APOL3	1.7913546267552
APOL4	64.7577697037953
APOL5	0.200441750099886
APOL6	2.02429320013387
APOLD1	0.500497705467591
APOM	3.54114711077426
APOO	0.660044118682425
APOOL	1.00339775703358
APP	0.600581055600289
APP-DT	1.45434531810616
APPBP2	0.66121101155104
APPL1	0.715281482370448
APPL2	1.52519879792447
APRG1	0.869695330124505
APRT	1.56713564513246
APTR	1.26554904629824
APTX	1.06819835750001
AQP1	28.3985343530797
AQP11	0.557351976695979
AQP2	1.88210930514311
AQP3	0.0437979541420312
AQP4	2.64647848029307
AQP4-AS1	1.88268929989341
AQP5	0.0557386189977431
AQP5-AS1	1.10981270145327
AQP6	1.31229652260383
AQP7	0.0630975095921462
AQP7B	1.40439727472564
AQP9	0.552340535289546
AQR	1.23688764007019
AR	9.9605323020982
ARAF	1.9209277529668
ARAP1	0.695937366353192
ARAP1-AS2	0.417110029209963
ARAP2	0.366255946138573
ARAP3	4.47732324801205
ARB2A	1.14318935578394
ARC	2.21965376415745
ARCN1	0.883843401300172
AREG	0.42072463053753
AREL1	0.620232690035613
ARF1	0.702960752176937
ARF3	0.447324112346154
ARF4	2.01137305755722
ARF4-AS1	1.24700168950255
ARF5	1.11861318200728
ARF6	1.37147216628727
ARFGAP1	0.87356388141152
ARFGAP2	0.643234990280863
ARFGAP3	1.16341163548421
ARFGEF1	0.675288264599593
ARFGEF2	0.327715807511392
ARFGEF3	0.0723225461638114
ARFIP1	1.99424377087945
ARFIP2	0.865433254292616
ARFRP1	0.880147287323824
ARG1	0.7243623566182
ARG2	0.630771150974302
ARGLU1	0.982617094956223
ARGLU1-DT	0.306060289322259
ARHGAP1	1.23668962689977
ARHGAP10	1.02789359160436
ARHGAP11A	10.4977758157792
ARHGAP11B	8.23582893423058
